5000	38396
101	4129	3.82144
101	4140	3.82476
102	1452	0.275513
102	1946	3.16228
102	2633	0.230501
102	4467	2.59266
102	4788	4.37353
102	4813	4.54183
102	4830	4.64536
103	1107	2.26274
103	2516	1.18566
103	3394	2.00651
103	3610	2.15461
103	4299	3.44059
103	4427	3.82664
103	4542	4.05423
104	1726	2.7
104	2029	0.624334
104	3794	2.49782
104	3797	2.55075
104	3908	3.2745
104	4021	3.15084
104	4577	4.56999
105	3102	1.01761
105	3185	1.97137
105	3431	2.03487
105	3580	2.47254
105	3920	2.82702
105	4172	3.10158
105	4297	3.24324
106	3839	1.80184
106	4388	1.88036
106	4645	2.72646
106	4649	2.59646
106	4717	2.97097
106	4730	3.22355
106	4758	3.27044
107	1479	2.04821
107	1921	2.15584
107	2670	2.32284
107	2741	2.99467
107	3448	3.51726
107	3751	3.62942
107	4165	1.88026
108	4144	5.87878
108	4417	1.62032
108	4708	2.36448
108	4710	2.6472
108	4780	2.99077
108	4859	3.23028
108	4952	3.81518
109	2318	1.59679
109	3445	0.160023
109	4721	2.65524
109	4723	2.92494
109	4848	3.43396
109	4867	3.86305
109	4874	3.63349
110	1913	0.2844
110	2370	0.52827
110	4036	1.825
110	4734	4.56599
110	4762	4.68343
110	4789	4.78093
110	4812	2.65099
111	2081	3.16228
111	3268	0.594548
111	3747	0.312817
111	4639	3.27849
111	4773	3.93172
111	4793	4.01953
111	4910	4.53113
112	4373	0.761219
112	4962	2.65229
112	4964	2.64349
112	4968	2.60292
112	4986	2.92251
112	4996	2.9355
112	4999	2.91744
113	2628	1.10471
113	3301	2.99464
113	3473	2.34
113	3819	2.94593
113	3984	3.3651
113	4011	3.43335
113	4102	3.47915
114	522	1.58527
114	1609	1.78597
114	2414	1.97371
114	3874	3.47273
114	3953	2.83298
114	4073	3.81174
114	4089	4.03882
115	1452	0.143716
115	4608	2.10102
115	4669	2.18645
115	4736	2.73563
115	4774	3.06525
115	4813	3.16802
115	4830	3.27155
116	1279	2.26274
116	4410	0.643179
116	4805	2.91443
116	4845	3.04339
116	4854	3.33318
116	4857	3.16869
116	4881	3.56545
117	888	0.682055
117	1788	1.92976
117	1833	1.24221
117	3623	2.73322
117	3765	2.9549
117	4044	3.25544
117	4223	3.87067
118	1314	2.26274
118	4917	2.32747
118	4939	2.5317
118	4955	2.70655
118	4970	2.98803
118	4973	3.00015
118	4992	3.13362
119	3106	1.85726
119	3786	1.73133
119	3931	2.09219
119	4079	2.09593
119	4114	2.33167
119	4394	3.29614
119	4399	3.26371
120	3538	0.131952
120	3764	2.54562
120	4334	1.99444
120	4476	2.066
120	4864	3.91752
120	4898	4.27916
120	4901	4.27916
121	775	2.26274
121	1893	0.131666
121	3319	1.80312
121	3370	1.82213
121	4432	4.21611
121	4453	4.3476
121	4481	4.3476
122	2596	1.29158
122	3283	1.76123
122	3501	2.03284
122	3537	2.08357
122	3897	2.89857
122	4213	3.24318
122	4298	3.35726
123	2094	2.18345
123	2230	2.25982
123	2881	2.88085
123	3290	2.99164
123	3297	3.13834
123	3399	3.21415
123	4618	2.0399
124	2486	0.132628
124	2610	0.327676
124	2799	0.070122
124	4342	3.10775
124	4741	4.31875
124	4743	4.31763
124	4837	4.39366
125	2290	0.088028
125	3921	2.48243
125	3941	2.44945
125	4005	2.68454
125	4198	2.90774
125	4242	2.95327
125	4369	3.10277
126	556	1.0609
126	1445	2.15161
126	1841	2.13098
126	2479	3.52513
126	2796	4.68722
126	3241	3.3948
126	3839	4.40483
127	2459	3.64829
127	4636	2.00857
127	4696	2.53561
127	4720	2.4306
127	4738	2.74487
127	4863	3.43959
127	4866	3.50908
128	897	2.26274
128	2286	0.894748
128	3603	2.13136
128	3780	2.6887
128	4118	2.99545
128	4385	3.79742
128	4484	4.16055
129	1189	0.533971
129	2517	1.55929
129	3956	3.18797
129	4081	4.36276
129	4169	3.24115
129	4469	4.01886
129	4495	4.12698
130	2379	3.64829
130	2649	1.56696
130	3465	2.41641
130	3594	2.72015
130	3781	3.08253
130	3999	3.42407
130	4090	3.45811
131	2386	3.64829
131	3273	0.320517
131	4333	1.80889
131	4561	2.86426
131	4695	3.42761
131	4850	4.09376
131	4883	4.15649
132	3719	1.48009
132	3899	2.01712
132	4005	1.84447
132	4144	2.71347
132	4290	3.08694
132	4480	3.64002
132	4512	3.73059
133	679	1.85203
133	4464	0.804723
133	4667	1.85795
133	4752	2.57206
133	4862	3.30259
133	4959	4.02563
133	4967	4.10539
134	618	0.700341
134	2846	1.92374
134	3503	3.15982
134	3515	2.51458
134	3761	2.94954
134	4191	3.76299
134	4341	4.1718
135	1686	0.452061
135	2231	1.10575
135	2863	4.68722
135	3757	3.03551
135	3799	3.27274
135	4176	3.94165
135	4549	4.86052
136	1364	2.12394
136	1623	1.92841
136	3474	3.17689
136	3493	3.34836
136	3500	3.03785
136	3623	3.61302
136	3669	3.05278
137	3038	0.190363
137	4260	2.0363
137	4342	2.6837
137	4681	1.10878
137	4741	3.89469
137	4743	3.89358
137	4837	3.96961
138	4010	1.32949
138	4444	2.58444
138	4571	3.02578
138	4601	3.22716
138	4622	3.13312
138	4680	3.36825
138	4684	1.93345
139	3389	2.77601
139	4740	1.1831
139	4916	2.6893
139	4947	3.00146
139	4966	3.13833
139	4978	3.2608
139	4994	3.39875
140	1990	1.89737
140	2232	2.07855
140	2562	2.10807
140	2736	1.45802
140	3643	3.17396
140	3942	3.53127
140	4001	3.87902
141	3291	1.58156
141	3416	0.134708
141	4674	2.70307
141	4759	3.04536
141	4764	3.18107
141	4836	3.54676
141	4920	4.05727
142	1732	0.230367
142	4318	2.23217
142	4452	2.91075
142	4454	2.71306
142	4668	3.69822
142	4675	3.74902
142	4702	3.84769
143	362	1.42426
143	1729	2.7
143	2674	2.62365
143	2921	2.64027
143	3153	2.81756
143	3474	3.64331
143	3669	3.5192
144	1113	0.400602
144	2591	1.12867
144	3388	1.92717
144	3650	2.76335
144	3967	2.77415
144	4407	3.35634
144	4642	4.31795
145	2499	0.189884
145	3940	0.399496
145	4343	1.95538
145	4691	3.19512
145	4782	3.46283
145	4824	3.69242
145	4853	3.7731
146	860	0.68036
146	1847	1.14156
146	3247	5.80948
146	3829	2.80192
146	4361	3.65823
146	4488	4.14586
146	4554	4.24031
147	969	0.623513
147	2720	4.15692
147	3705	2.49122
147	4149	3.28108
147	4166	3.14039
147	4222	3.48234
147	4368	3.64969
148	286	0.925634
148	3499	2.5808
148	3725	1.44447
148	4007	2.9199
148	4014	3.32971
148	4077	3.27656
148	4378	3.63562
149	2499	0.412318
149	3168	1.06179
149	3462	1.85494
149	3940	2.0441
149	4195	2.98843
149	4282	2.88896
149	4853	5.4177
150	1850	2.15812
150	2095	2.06362
150	2897	3.09104
150	3239	2.55706
150	3489	3.14855
150	3683	1.23975
150	3943	3.64984
151	3342	0.301084
151	3537	1.49182
151	4415	2.03345
151	4530	2.83883
151	4695	3.69171
151	4697	3.38676
151	4883	4.42059
152	3175	0.116221
152	3625	0.132605
152	4113	1.11462
152	4809	3.5318
152	4864	3.68323
152	4898	4.04488
152	4901	4.04488
153	1338	1.98788
153	1709	1.72035
153	2561	2.79245
153	3267	2.94547
153	3371	1.50685
153	3556	3.24857
153	3943	3.97352
154	3116	1.7473
154	4608	2.1289
154	4669	2.21432
154	4736	2.76351
154	4774	3.09313
154	4813	3.1959
154	4830	3.29942
155	286	1.85203
155	4351	0.673952
155	4696	2.49962
155	4738	2.70888
155	4863	3.40359
155	4866	3.47309
155	4923	3.90919
156	210	1.83655
156	1364	1.80296
156	3011	2.38346
156	3153	2.03017
156	3474	2.85592
156	3493	3.02739
156	3669	2.73181
157	3741	0.255908
157	4547	3.05864
157	4676	1.91786
157	4787	2.77724
157	4887	3.64778
157	4943	3.9228
157	4976	4.14713
158	2444	0.149955
158	3441	0.752203
158	4518	2.44687
158	4638	3.10356
158	4687	3.26827
158	4704	3.39806
158	4753	3.54932
159	3616	2.03964
159	4023	0.371849
159	4780	2.88558
159	4834	3.12086
159	4859	3.1251
159	4895	3.45485
159	4952	3.70999
160	2688	1.61398
160	2720	1.27172
160	3411	2.35531
160	3927	2.86779
160	4008	3.29622
160	4221	3.28366
160	4309	3.59353
161	2684	1.27021
161	2735	1.79295
161	2740	1.58576
161	3439	2.75739
161	3662	2.77394
161	3673	2.8019
161	4161	3.68607
162	1232	2.26274
162	2960	2.17685
162	3234	2.31119
162	3665	2.82554
162	3702	2.95551
162	3891	3.16851
162	3987	3.23063
163	4489	1.25994
163	4679	1.67961
163	4750	1.89768
163	4900	3.04634
163	4907	3.03815
163	4954	3.28551
163	4989	3.72111
164	1375	2.7
164	2925	1.3039
164	3581	2.45005
164	3812	2.47122
164	4003	3.4349
164	4085	3.39263
164	4386	3.61553
165	1578	0.743066
165	1651	0.533186
165	4110	3.26745
165	4299	3.61717
165	4427	4.00322
165	4542	4.23081
166	3830	0.810233
166	4357	1.82428
166	4366	1.60429
166	4420	1.95078
166	4663	2.75025
166	4739	3.3784
166	4921	4.35001
167	2859	0.271434
167	3514	1.85128
167	3616	1.34323
167	3939	2.15238
167	4359	3.00302
167	4491	3.57686
167	4797	4.47002
168	1888	1.89608
168	2507	2.17768
168	3232	2.69752
168	3392	3.06379
168	3755	3.35622
168	3789	3.47693
168	4922	1.25569
169	606	1.85203
169	1113	0.9479
169	2591	1.67597
169	3388	2.47447
169	3817	2.80101
169	4407	3.90363
169	4642	4.86525
170	776	1.91938
170	870	2.17326
170	2187	2.25727
170	2626	2.97217
170	3163	3.41378
170	3811	3.93235
170	4813	2.59991
171	976	2.26274
171	2610	0.227153
171	3294	0.70537
171	4342	3.00723
171	4741	4.21823
171	4743	4.21711
171	4837	4.29314
172	4049	1.47913
172	4060	1.17953
172	4086	2.78569
172	4390	2.10146
172	4773	3.7973
172	4779	3.7141
172	4910	4.39671
173	3423	2.00885
173	3463	2.43172
173	3692	2.56452
173	3708	2.63079
173	4190	3.39592
173	4236	3.50245
174	2564	4.15692
174	3099	0.548074
174	3986	2.50622
174	4168	2.7658
174	4414	3.3132
174	4461	3.41565
174	4659	4.11927
175	4145	0.492586
175	4607	2.00499
175	4643	2.33108
175	4733	2.66977
175	4742	2.74998
175	4818	3.22936
175	4819	3.19069
176	2331	3.64829
176	4058	2.07112
176	4326	2.59537
176	4431	2.6771
176	4525	3.09108
176	4553	3.02407
176	4562	3.2095
177	3255	0.361837
177	3679	3.61302
177	3852	0.388836
177	4811	3.30291
177	4841	3.69356
177	4972	4.37812
177	4993	4.54564
178	3596	1.38786
178	4066	1.24856
178	4258	1.60401
178	4609	3.26416
178	4613	3.01059
178	4617	3.2426
178	4886	4.29831
179	870	2.23464
179	1532	1.89642
179	1649	2.13884
179	3046	2.92945
179	3163	3.47516
179	3811	3.99373
179	4538	1.58656
180	3436	0.224976
180	3946	1.87645
180	4074	2.19769
180	4505	2.36045
180	4605	3.69974
180	4686	4.09648
180	4772	4.57297
181	2692	1.57267
181	2720	1.61643
181	3411	2.70002
181	3927	3.2125
181	4204	5.87878
181	4221	3.62837
181	4309	3.93824
182	3345	0.12227
182	4266	0.977149
182	4423	1.52736
182	4825	3.26613
182	4855	3.33806
182	4896	3.60353
182	4934	3.83378
183	3341	0.167061
183	4270	0.957696
183	4619	1.91056
183	4655	2.08669
183	4972	4.12807
183	4982	4.0843
183	4993	4.29559
184	329	0.136506
184	3132	0.895973
184	3695	2.23813
184	4061	3.07621
184	4367	3.31566
184	4419	3.4121
184	4502	3.59366
185	2303	1.33869
185	2718	1.50978
185	2970	2.02701
185	3299	2.11816
185	3609	2.72553
185	4043	3.47453
185	4100	3.47453
186	1084	0.75466
186	2388	1.2922
186	2832	4.68722
186	3675	2.39853
186	3680	2.64357
186	4560	4.59206
186	4678	4.98722
187	2772	1.97309
187	4796	2.23485
187	4803	2.27569
187	4804	2.2527
187	4878	2.99317
187	4948	3.41184
187	4960	3.52453
188	1750	0.745453
188	1767	1.06321
188	2859	1.33912
188	3865	5.38387
188	4335	4.04199
188	4359	4.4523
188	4491	5.02614
189	4214	1.48999
189	4390	1.76745
189	4548	2.3337
189	4773	3.46329
189	4793	3.5511
189	4847	2.06339
189	4910	4.0627
190	1486	2.7
190	3314	0.211895
190	4557	1.13386
190	4908	3.59912
190	4953	3.7426
190	4977	3.85511
190	4985	4.12798
191	1760	1.01006
191	3486	2.69765
191	3654	2.66425
191	3868	2.90822
191	4151	3.5954
191	4286	3.79265
192	1807	0.861498
192	1965	1.10603
192	3439	2.65765
192	3662	2.6742
192	3673	2.70216
192	3929	3.08035
192	4161	3.58633
193	4625	1.20084
193	4672	1.60323
193	4701	1.85029
193	4820	2.33561
193	4932	3.2307
193	4949	3.14554
193	4980	3.30285
194	1772	0.0774911
194	4106	0.573375
194	4304	1.22102
194	4694	2.9088
194	4865	3.70027
194	4880	3.92133
194	4951	4.26593
195	3346	0.0514199
195	4043	1.36009
195	4592	2.74817
195	4712	3.14297
195	4771	3.26772
195	4835	3.70604
195	4861	3.75196
196	2438	1.69064
196	3274	2.50896
196	3306	2.59971
196	3886	3.24365
196	3926	3.24023
196	3954	3.38504
196	4343	2.46912
197	3522	7.00928
197	3798	0.913711
197	4238	2.01609
197	4278	2.49387
197	4661	3.62127
197	4683	3.61054
197	4769	4.01275
198	4740	1.18137
198	4745	1.22817
198	4754	1.46979
198	4947	2.99973
198	4966	3.13661
198	4978	3.25907
198	4994	3.39702
199	3204	0.00889309
199	4030	0.13446
199	4250	1.13404
199	4723	3.30919
199	4848	3.81821
199	4867	4.24731
199	4874	4.01774
200	3267	5.80948
200	4679	1.67961
200	4750	1.89768
200	4900	3.04634
200	4907	3.03815
200	4954	3.28551
200	4989	3.72111
201	3681	0.337161
201	4962	2.59614
201	4964	2.58734
201	4968	2.54676
201	4986	2.86635
201	4996	2.87935
201	4999	2.86129
202	2021	0.295264
