5000	38640
71	4144	1.42314
71	4554	2.78827
71	4696	3.70789
71	4701	3.58072
71	4783	3.94256
72	4561	1.53554
72	4587	1.84502
72	4628	1.99935
72	4682	2.45429
72	4775	2.95815
72	4869	3.64755
72	4890	3.76557
73	401	0.291817
73	2752	1.92113
73	3787	3.0725
73	3897	3.19747
73	4327	4.12805
73	4408	4.05726
73	4992	1.73435
74	1655	1.12997
74	2002	1.87266
74	2642	2.03614
74	3763	3.32084
74	3940	3.78397
74	4303	4.27009
75	981	2.27975
75	1519	2.49458
75	1731	2.35229
75	1880	2.53268
75	2431	2.54993
75	3896	4.459
75	4345	7.01481
76	334	1.97001
76	613	1.85203
76	1519	2.41887
76	1731	2.27658
76	1880	2.45697
76	2781	3.1625
76	3896	4.38329
77	811	1.81797
77	1355	1.93114
77	1620	2.18113
77	2454	2.47693
77	2666	2.33335
77	2982	2.56106
77	3372	3.36666
78	564	0.758696
78	617	2.00971
78	644	0.687669
78	3471	3.13837
78	3625	3.07031
78	3694	3.279
78	4117	3.72448
79	1626	0.905856
79	2489	1.85246
79	2687	1.96304
79	3544	2.40377
79	3742	2.83097
79	3861	3.10138
79	4160	3.61075
80	1151	2.16404
80	1899	2.33449
80	2064	2.4851
80	2453	2.57763
80	3379	3.32495
80	3693	3.78203
80	4825	3.18846
81	656	1.85203
81	1778	1.66128
81	2897	2.39389
81	3277	2.91279
81	3516	3.08694
81	3715	3.32868
81	3749	3.28464
82	159	0.847463
82	585	1.31003
82	882	1.74638
82	2231	2.15734
82	3564	3.24762
82	3638	3.24674
82	4251	4.11267
83	966	1.99141
83	1985	2.09442
83	2480	2.32707
83	2915	4.68722
83	3122	3.23418
83	3292	3.21307
83	3811	3.80808
84	2442	3.64829
84	2813	1.29106
84	3101	1.92075
84	3107	1.83105
84	4196	3.73246
84	4262	4.05845
84	4288	3.83447
85	2549	1.49538
85	3398	1.67837
85	3443	1.82954
85	3864	2.72591
85	3996	3.10212
85	4213	3.7402
85	4299	3.77508
86	215	1.63501
86	320	1.3978
86	783	1.82835
86	2815	2.87561
86	3051	2.8391
86	3262	2.945
86	3367	3.14737
87	1120	1.5966
87	1911	1.77544
87	3204	3.11636
87	3551	3.08483
87	3913	3.48063
87	4011	3.61437
87	4682	2.12732
88	4766	1.78022
88	4814	2.01547
88	4847	2.24891
88	4887	2.45525
88	4899	2.54892
88	4938	2.81722
88	4944	2.81716
89	279	1.32782
89	670	1.14559
89	1845	3.16228
89	2229	2.77141
89	3099	3.21723
89	3561	4.08285
89	3675	4.12333
90	1994	1.0857
90	2311	1.13108
90	3042	2.0623
90	3539	2.59284
90	3900	3.01797
90	3948	3.30112
90	3977	3.47722
91	2106	1.57747
91	2594	1.93718
91	3169	2.82039
91	3462	2.84951
91	3612	3.06932
91	3802	3.61372
91	3876	3.65015
92	524	1.25948
92	1540	1.64936
92	2637	2.42276
92	3033	0.926013
92	3624	3.34489
92	4017	3.93541
92	4077	4.05632
93	3535	0.343072
93	4182	2.25034
93	4437	2.62855
93	4522	3.28879
93	4617	3.41285
93	4637	3.55703
93	4667	3.81649
94	3096	2.38316
94	4804	1.71778
94	4911	2.69605
94	4957	2.99422
94	4972	3.06291
94	4974	3.14424
94	4987	3.06099
95	458	0.261112
95	2099	1.29937
95	3499	3.32301
95	4019	3.63606
95	4040	3.80297
95	4043	3.70514
95	4214	3.96358
96	1788	0.270964
96	2813	1.16894
96	3203	2.2404
96	4196	3.61034
96	4247	3.96932
96	4262	3.93633
96	4288	3.71235
97	2666	4.15692
97	4322	0.439206
97	4576	1.8216
97	4753	3.02904
97	4763	3.01815
97	4921	4.06884
97	4942	4.29335
98	3895	1.4709
98	4810	2.55394
98	4811	2.55381
98	4835	2.7192
98	4837	2.71197
98	4868	3.10964
98	4872	3.02852
99	192	0.0724015
99	722	1.85203
99	1062	0.170219
99	4501	3.48301
99	4589	3.83969
99	4695	4.53322
99	4710	4.56974
100	611	2.08113
100	1119	2.24953
100	1399	2.38225
100	1651	2.61391
100	1687	2.78699
100	3865	4.55443
100	4194	2.91727
101	3414	1.35376
101	3473	1.90506
101	3590	2.21487
101	3837	2.32911
101	4054	2.76209
101	4161	2.89257
101	4184	3.21077
102	4810	2.60631
102	4811	2.60618
102	4834	2.8475
102	4835	2.77157
102	4837	2.76434
102	4872	3.08089
102	4882	1.75246
103	3378	0.425348
103	3673	2.35641
103	4190	2.53531
103	4222	2.30553
103	4521	3.64797
103	4563	3.82092
103	4588	3.93317
104	1529	1.2226
104	2573	1.37258
104	2796	1.95786
104	3529	2.49479
104	3877	3.14513
104	4037	3.29941
104	4607	4.54846
105	906	2.6514
105	1375	2.61943
105	1401	2.13417
105	1847	2.62975
105	3077	3.12324
105	3259	3.51025
105	4604	1.92508
106	2327	1.65054
106	2406	1.68109
106	2686	1.79917
106	3085	2.42867
106	3337	2.33307
106	3870	3.49503
106	3905	3.28067
107	2924	1.65022
107	3288	2.269
107	3509	2.86084
107	3566	2.65791
107	3939	3.30345
107	4064	2.25361
107	4390	3.92681
108	2643	1.84628
108	3354	0.196831
108	4053	1.60332
108	4323	2.79448
108	4714	3.8848
108	4737	4.13012
108	4754	4.0595
109	772	0.824363
109	2565	0.926013
109	3358	2.56194
109	3401	2.43042
109	3964	3.48125
109	3997	3.28931
109	4257	4.08096
110	3310	0.0718531
110	4662	1.35812
110	4849	2.52723
110	4912	2.91811
110	4947	3.14192
110	4959	3.28651
110	4969	3.43723
111	4789	2.15075
111	4807	2.30882
111	4817	2.46381
111	4897	2.97733
111	4931	3.32016
111	4955	3.44772
111	4956	2.14116
112	3484	1.47857
112	4911	2.49638
112	4952	2.71672
112	4957	2.79454
112	4972	2.86324
112	4974	2.94456
112	4987	2.86132
113	2402	3.64829
113	4636	1.85133
113	4664	1.98904
113	4715	2.30437
113	4850	3.32424
113	4885	3.474
113	4937	3.7254
114	466	0.0738406
114	1086	2.26274
114	3921	2.73544
114	4146	2.85685
114	4223	3.33519
114	4432	3.8346
114	4454	3.83232
115	3154	1.40407
115	3549	7.00928
115	3605	2.14882
115	3744	2.55473
115	3970	3.10189
115	4274	3.8547
115	4290	3.60402
116	121	2.04402
116	707	2.15365
116	811	2.41585
116	2666	2.93123
116	2982	3.15894
116	3372	3.96454
116	4541	2.46641
117	524	1.46033
117	1149	1.18118
117	1886	3.16228
117	2637	2.62361
117	2892	3.00968
117	4017	4.13626
117	4077	4.25717
118	609	1.09583
118	1015	1.35676
118	2005	2.15524
118	3007	3.27286
118	3770	4.33398
118	3974	4.45356
118	4714	3.66961
119	1409	2.7
119	3880	0.135017
119	4765	2.66531
119	4866	3.24682
119	4874	3.36082
119	4932	3.63091
119	4933	3.6309
120	3266	5.80948
120	4512	0.910756
120	4674	1.88246
120	4800	2.83548
120	4906	3.57384
120	4914	3.67791
120	4939	3.79826
121	182	2.30174
121	1009	2.26274
121	2449	2.75089
121	2454	2.94182
121	2666	2.79823
121	3372	3.83154
122	4079	3.47692
122	4883	2.43625
122	4905	2.66252
122	4913	2.65774
122	4917	2.6477
122	4971	3.09633
122	4998	3.22012
123	566	0.112532
123	4051	1.9733
123	4085	1.76166
123	4143	1.83419
123	4216	2.10377
123	4696	4.32405
123	4783	4.55871
124	4526	0.590992
124	4715	1.68873
124	4793	2.28446
124	4850	2.7086
124	4885	2.85836
124	4937	3.10976
124	4966	3.42755
125	3776	1.26891
125	3982	1.68287
125	4190	2.50783
125	4440	3.50949
125	4563	3.79345
125	4588	3.90569
125	4824	2.38881
126	1864	2.25551
126	2998	2.58453
126	3204	3.6553
126	3913	4.01958
126	4011	4.15331
126	4894	2.46256
126	4953	1.809
127	291	1.47934
127	980	2.1054
127	2128	3.16228
127	2631	1.97055
127	3496	3.3079
127	3766	3.61156
127	4200	4.19349
128	4734	2.0556
128	4834	2.84649
128	4835	2.77056
128	4837	2.76333
128	4868	3.16101
128	4872	3.07988
128	4950	2.63385
129	4127	1.43262
129	4231	2.33267
129	4252	2.32829
129	4354	2.64104
129	4420	2.5875
129	4547	3.30389
129	4848	4.37488
130	2068	0.504514
130	3165	1.45577
130	3872	1.99481
130	4100	2.34405
130	4437	3.24103
130	4472	3.32487
130	4668	3.80317
131	2948	4.68722
131	4189	0.665456
131	4716	2.74735
131	4813	3.21472
131	4826	3.41472
131	4828	3.31332
131	4833	3.31331
132	783	2.26274
132	4635	1.30021
132	4789	2.35246
132	4817	2.66553
132	4897	3.17905
132	4931	3.52187
132	4955	3.64943
133	2758	1.24831
133	2932	0.658614
133	3706	2.18276
133	3834	2.2238
133	4321	3.10219
133	4453	3.62628
133	4456	3.62628
134	1535	0.637843
134	1829	0.961743
134	3512	2.37449
134	3594	2.57074
134	4108	3.28781
134	4229	3.35537
134	4273	3.48024
135	219	0.671644
135	1200	1.45367
135	1419	1.59478
135	2026	1.86354
135	2642	2.36761
135	3940	4.11543
135	4303	4.60156
136	3668	1.2701
136	3772	0.506198
136	4231	1.39903
136	4417	2.29371
136	4796	3.77629
136	4891	4.24225
136	4903	4.45075
137	548	0.554514
137	4183	2.21022
137	4301	2.234
137	4558	3.372
137	4566	3.04439
137	4756	4.17893
137	4767	4.11856
138	292	0.34304
138	3519	1.69709
138	4255	3.07215
138	4417	2.23796
138	4422	3.55365
138	4534	3.9019
138	4599	4.1004
139	3810	2.05987
139	3885	1.48339
139	4165	2.08407
139	4444	3.15442
139	4496	3.18924
139	4530	3.317
139	4567	3.44016
140	2868	0.133045
140	4090	2.00065
140	4150	1.10873
140	4183	2.94145
140	4464	3.64402
140	4489	3.89235
140	4594	4.05672
141	4133	1.34155
141	4220	1.49296
141	4473	2.22039
141	4575	2.91998
141	4579	2.68856
141	4597	2.8117
141	4659	3.19309
142	2796	1.76059
142	3529	2.29752
142	3599	2.20893
142	3877	2.94786
142	4037	3.10214
142	4607	4.35119
142	4918	2.40179
143	4204	1.19427
143	4549	2.2681
143	4616	2.86371
143	4677	3.02963
143	4744	3.59144
143	4792	3.72269
143	4869	1.65282
144	1075	1.60912
144	2274	1.54921
144	2717	1.5411
144	3685	2.95323
144	3739	2.89549
144	3756	2.78457
144	3987	3.33551
145	2662	0.347577
145	3348	1.21883
145	4042	2.51394
145	4206	2.76791
145	4289	2.69913
145	4507	3.4274
145	4559	3.69344
146	4587	1.88444
146	4619	1.86214
146	4688	2.43382
146	4775	2.99757
146	4869	3.68698
146	4890	3.80499
146	4969	2.07157
147	1829	1.55148
147	2400	3.64829
147	3098	2.44523
147	3126	2.47682
147	3512	2.96423
147	3594	3.16048
147	4273	4.06998
148	3000	1.98802
148	3473	2.19288
148	3590	2.50269
148	3623	2.24377
148	4054	3.04991
148	4161	3.1804
148	4184	3.49859
149	1895	1.91575
149	1934	3.16228
149	1955	1.88409
149	1972	1.7685
149	3419	3.07816
149	3804	3.70917
149	4250	4.31258
150	797	1.41821
150	1146	1.44928
150	2193	3.16228
150	2972	2.8448
150	3202	2.86033
150	3919	3.87393
150	3965	4.22168
151	1940	2.02555
151	2001	2.34746
151	2467	2.2711
151	2680	2.72228
151	3704	3.56119
151	3854	3.7407
151	4996	2.3822
152	1723	1.64076
152	1774	2.35227
152	1827	1.80267
152	3663	3.38621
152	3779	3.91397
152	3801	3.57235
152	4859	1.51818
153	4593	1.53438
153	4633	1.69641
153	4676	3.43931
153	4689	2.08954
153	4860	3.2661
153	4962	4.08317
153	4967	3.99917
154	942	1.0394
154	1287	0.966045
154	2545	1.57835
154	2626	1.92278
154	3228	2.40433
154	4148	4.16598
154	4443	4.59133
155	2205	3.16228
155	2457	1.90223
155	3015	2.30515
155	3278	2.62594
155	3515	2.82005
155	3638	3.07446
155	4251	3.94039
156	3459	0.746723
156	3966	1.38799
156	4248	2.39054
156	4376	2.5121
156	4475	2.78711
156	4499	3.06617
156	4675	3.7776
157	2279	1.56683
157	2595	2.0496
157	3091	2.69819
157	3666	2.91115
157	3706	1.48718
157	3830	3.80593
157	4041	3.63653
158	207	1.85203
158	1123	1.37309
158	2556	2.14846
158	3037	2.2151
158	3624	3.20988
158	4017	3.80039
158	4077	3.92131
159	2176	1.50041
159	2428	1.88225
159	3015	2.31584
159	3564	3.08604
159	3638	3.08516
159	4251	3.95108
160	956	1.36384
160	2885	1.67059
160	2976	2.0864
160	3033	2.27885
160	3349	2.99631
160	3897	3.54152
160	4408	4.40132
161	4527	1.67942
161	4635	2.53158
161	4699	2.77991
161	4704	2.82631
161	4752	3.05596
161	4774	3.16941
161	4785	3.16934
162	1036	1.00127
162	2997	0.280577
162	3549	1.56116
162	4451	4.01039
162	4722	4.86374
162	4740	4.95107
162	4868	1.34567
163	3835	2.47069
163	4818	2.19181
163	4843	2.23029
163	4856	2.33597
163	4935	3.06057
163	4986	3.36389
163	4993	3.48678
164	886	2.26274
164	941	0.896091
164	1860	1.9706
164	3199	2.82882
164	3526	3.27425
164	3947	3.84924
164	4014	3.84924
165	4329	2.77175
165	4576	1.18927
165	4782	2.55728
165	4799	2.78819
165	4854	3.03869
165	4921	3.43651
165	4942	3.66102
166	4026	0.197746
166	4350	1.88612
166	4889	2.87041
166	4922	3.06043
166	4975	3.46554
166	4983	3.47107
166	4992	3.60436
167	3144	1.03913
167	3172	0.914057
167	3809	2.10454
167	4416	3.77973
167	4555	4.07127
167	4708	4.75951
167	4893	3.99021
168	916	0.493089
168	3288	1.81647
168	3566	2.20538
168	3878	2.86325
168	3939	2.85092
168	4061	2.96486
168	4390	3.47428
169	1230	1.6555
169	1667	1.18787
169	2209	2.08829
169	2510	2.13162
169	3096	2.70957
169	3575	3.15361
169	4118	3.74178
170	1240	1.55378
170	1899	1.83242
170	2453	2.07556
170	2800	2.3977
170	3227	2.72665
170	3403	2.80216
170	3693	3.27996
171	4230	0.0592188
171	4434	1.93961
171	4844	2.82649
171	4888	3.25219
171	4901	3.48666
171	4920	3.44554
171	4934	3.60041
172	921	1.51982
172	1329	1.17507
172	1933	3.16228
172	2865	2.39504
172	3696	3.47984
172	3906	3.82674
172	4259	4.27173
173	1864	2.11474
173	2168	1.93344
173	2987	2.81448
173	2998	2.44376
173	3453	1.50685
173	3551	3.483
173	3913	3.8788
174	2533	1.88042
174	3198	1.92289
174	3250	2.02957
174	3377	2.37289
174	3697	2.71817
174	3751	2.74932
174	3917	2.99497
175	1488	2.7
175	4393	0.372766
175	4739	2.25554
175	4908	3.23484
175	4958	3.59552
175	4961	3.51948
175	4973	3.69038
176	3604	1.85444
176	3681	1.97115
176	3725	2.14899
176	3894	2.28791
176	4027	2.47687
176	4155	2.96443
176	4162	2.96443
177	734	2.26274
177	1836	0.884194
177	2824	2.17578
177	3430	2.33148
177	3845	3.032
177	4299	4.05655
177	4368	4.18823
178	3752	0.715136
178	3994	0.460903
178	4634	3.27208
178	4744	4.08101
178	4751	3.92812
178	4792	4.21226
178	4799	0.988109
179	4029	1.39006
179	4051	1.36661
179	4085	1.15497
179	4216	1.49708
179	4696	3.71736
179	4701	3.59019
179	4783	3.95202
180	2057	3.16228
180	4015	1.64444
180	4269	2.43115
180	4337	2.57275
180	4458	3.08045
180	4529	3.40764
180	4591	3.5318
181	2202	3.16228
181	4413	0.38808
181	4771	2.63819
181	4839	2.98
181	4849	3.12058
181	4912	3.51146
181	4969	4.03058
182	382	2.32198
182	1226	2.52952
182	2009	2.99351
182	2316	3.64829
182	2454	3.33254
182	2666	3.18895
183	758	1.16863
183	1807	2.7
183	2336	2.36681
183	2687	2.70171
183	2794	2.24163
183	3861	3.84005
183	4160	4.34942
184	1001	2.26274
184	4608	2.35812
184	4627	2.46373
184	4678	2.79789
184	4680	2.81026
184	4706	3.04166
184	4736	3.19891
185	2250	1.30368
185	2679	1.87426
185	3285	2.34073
185	3318	2.37909
185	3325	2.31402
185	3422	2.42617
185	4374	4.03028
186	1218	0.306237
186	1492	2.7
186	4038	2.77069
186	4277	3.20341
186	4302	3.42349
186	4332	3.54147
186	4371	3.42294
187	957	0.783705
187	2267	1.46516
187	3787	3.06352
187	3897	3.18849
187	4327	4.11907
187	4408	4.04828
187	4665	1.74091
188	4539	2.61067
188	4839	2.21524
188	4849	2.35582
188	4912	2.7467
188	4947	2.97051
188	4959	3.1151
188	4969	3.26582
189	4613	3.87983
189	4734	2.12331
189	4810	2.67302
189	4811	2.67289
189	4837	2.83105
189	4868	3.22872
189	4872	3.1476
190	572	1.22216
190	1375	2.41087
190	1750	2.07079
190	1823	2.262
190	2050	2.48602
190	3077	2.91468
190	3259	3.30169
191	584	1.85203
191	4514	0.936729
191	4782	2.60777
191	4799	2.83867
191	4854	3.08918
191	4921	3.48699
191	4942	3.71151
192	2926	0.526224
192	4281	2.38575
192	4501	2.7977
192	4589	3.15437
192	4695	3.84791
192	4710	3.88442
193	2370	1.10575
193	2724	0.629262
193	3860	2.5349
193	3970	2.61936
193	4274	3.37217
193	4290	3.12149
193	4296	3.28531
194	2697	4.15692
194	3279	1.34974
194	3725	2.64416
194	3894	2.78308
194	4027	2.97204
194	4155	3.4596
194	4162	3.4596
195	4619	1.60176
195	4628	1.77839
195	4660	1.96763
195	4681	2.17767
195	4688	2.17344
195	4869	3.4266
195	4890	3.54461
196	470	0.482296
196	2041	0.611636
196	3490	2.37684
196	3904	2.93363
196	4105	3.04435
196	4173	3.50709
196	4334	3.71239
197	2796	1.30069
197	3307	1.38403
197	3532	1.59827
197	3877	2.48796
197	4037	2.64224
197	4407	3.36374
197	4607	3.89129
198	1296	2.26274
198	1498	1.28664
198	2819	2.63153
198	3380	2.86213
198	3438	2.94585
198	3851	3.45711
198	3935	3.48499
199	4791	1.68207
199	4836	1.93258
199	4867	2.25535
199	4926	2.7211
199	4943	2.64099
199	4948	2.71904
199	4949	2.72099
200	3556	0.135135
200	4375	0.266664
200	4739	2.26792
200	4877	3.43239
200	4893	3.33172
200	4961	3.53187
200	4973	3.70277
201	2992	0.329376
201	4134	2.02077
201	4305	2.51638
201	4398	2.76927
201	4468	2.91183
201	4477	2.97686
201	4572	3.14375
202	4536	2.10484
202	4612	2.5011
202	4665	2.80961
202	4676	2.80771
202	4709	3.2228
202	4713	3.22279
