25000	190521
161	19653	3.72364
162	2179	1.85203
162	23371	1.06157
162	24175	2.23396
162	24738	3.22459
162	24773	3.34532
162	24845	3.35118
162	24855	3.46386
163	16853	0.0755824
163	18476	0.0139558
163	21267	2.39881
163	22590	3.28673
163	23097	3.23224
163	23753	3.75026
163	23790	3.91106
164	23346	0.991612
164	23940	1.82821
164	24726	1.65377
164	24746	3.16742
164	24819	3.42047
164	24937	3.65552
164	24955	3.64948
165	10324	3.16228
165	20146	0.329553
165	23554	2.65219
165	23623	2.59181
165	24199	3.49152
165	24449	3.65802
165	24596	3.94671
166	12460	0.0705886
166	22856	1.05685
166	24125	2.50647
166	24507	3.05825
166	24749	2.98025
166	24905	3.4553
166	24968	3.54064
167	20335	0.940284
167	22112	2.10162
167	22267	2.17435
167	22817	2.68011
167	22978	2.77373
167	22993	2.95498
167	23215	3.04317
168	3843	2.26274
168	16460	0.089447
168	21079	2.13274
168	22667	3.14009
168	22989	3.36383
168	23837	3.90816
168	24027	4.03397
169	11505	1.38842
169	13958	1.48563
169	16169	2.18367
169	20662	3.39816
169	21765	3.93968
169	22237	3.22289
169	22402	4.27266
170	14586	1.05124
170	17879	1.82244
170	19876	2.60965
170	20677	3.24185
170	21502	3.78884
170	22605	4.15421
170	23581	2.12692
171	21594	0.0516047
171	22489	0.674562
171	23678	2.58075
171	23800	2.22766
171	24416	3.22127
171	24927	3.91153
171	24949	4.00094
172	6783	2.7
172	15903	0.985255
172	16387	0.892242
172	19494	2.53955
172	22063	3.96185
172	22441	4.14513
172	22500	4.1442
173	6266	2.26274
173	11794	1.6104
173	14597	2.32912
173	17588	2.966
173	17678	2.90208
173	19265	3.49871
173	19497	3.36194
174	19718	1.08496
174	21948	1.28404
174	22114	1.89937
174	22722	2.76187
174	23280	3.29574
174	23936	3.66428
174	24476	3.96202
175	4806	0.555191
175	7112	0.783873
175	16811	2.80173
175	20552	3.93669
175	20657	4.18947
175	21391	4.40129
175	21706	2.21638
176	3066	1.08798
176	10319	2.22126
176	16344	3.02952
176	16729	2.76248
176	16821	6.4
176	17766	3.60281
176	20031	3.96418
177	11200	2.1264
177	15523	1.45503
177	18619	2.62567
177	19109	2.86501
177	19398	2.87997
177	19568	3.01915
177	20446	3.15204
178	1791	0.833677
178	4790	1.26622
178	16364	2.73564
178	17626	3.53356
178	20395	4.12133
178	20583	4.17781
178	24370	4.54593
179	22289	1.09581
179	22673	1.36531
179	23545	2.32498
179	23666	2.51068
179	23841	2.71672
179	24333	3.1387
179	24601	3.51621
180	8989	1.26859
180	13901	1.91211
180	15583	2.38952
180	16338	2.14235
180	17189	2.42842
180	19323	3.06903
180	20263	3.45821
181	6848	1.0447
181	9887	1.55226
181	11023	1.82329
181	16035	2.65228
181	17989	7.00928
181	23023	4.75542
181	23176	4.8403
182	5144	2.21881
182	9318	2.30824
182	13404	2.85344
182	13804	2.86099
182	15741	3.04872
182	17216	3.37803
182	20924	4.46118
183	16582	0.126071
183	19781	0.0655256
183	23040	2.33281
183	24096	3.3616
183	24257	3.43385
183	24419	3.67448
183	24445	3.67447
184	8391	2.7
184	13371	0.177716
184	22128	2.54888
184	22714	2.98751
184	22816	3.25971
184	23472	3.795
184	23549	3.8994
185	6197	1.15145
185	9159	1.60511
185	9848	1.51096
185	17021	2.64015
185	18857	2.97928
185	18915	3.2989
185	19907	3.48236
186	670	1.41716
186	5487	1.04545
186	5612	1.65705
186	15902	2.6751
186	16302	2.90388
186	18158	3.04107
186	20556	3.92853
187	620	0.398431
187	2231	1.2123
187	5635	1.33008
187	9870	1.57604
187	12295	1.68207
187	22981	5.09995
187	23164	5.36938
188	8057	2.7
188	21516	1.05581
188	21858	1.00458
188	22221	1.8048
188	23800	3.40275
188	24416	4.39636
188	24988	5.00396
189	14274	4.68722
189	15138	2.02183
189	16807	2.26576
189	18937	2.90846
189	19598	2.81021
189	19942	3.1382
189	21136	3.52378
190	11094	0.886068
190	16055	1.81754
190	17843	3.50464
190	19089	3.03154
190	19787	3.36158
190	21431	3.63082
190	21651	3.94069
191	6415	0.176397
191	15720	0.177556
191	17339	0.865253
191	21974	2.63739
191	23340	3.77073
191	24126	4.44653
191	24177	4.59438
192	7639	1.47898
192	9595	2.26391
192	15896	2.92201
192	16999	3.13645
192	17018	1.31167
192	18450	3.24055
192	18768	3.62634
193	22753	1.31464
193	22866	1.50727
193	23505	2.22096
193	23768	2.64482
193	23861	2.79561
193	24041	2.95869
193	24234	3.23266
194	13376	1.01447
194	20445	0.687477
194	22174	1.95339
194	22987	2.4617
194	23889	3.52572
194	24046	3.43744
194	24147	3.58802
195	1179	1.3445
195	2171	0.560374
195	14623	2.41518
195	16444	2.85301
195	16922	2.84835
195	17960	3.19992
195	18813	3.44689
196	22199	1.11726
196	22540	1.12569
196	23191	2.04389
196	23201	2.00508
196	24095	3.02237
196	24433	3.43812
196	24840	3.91614
197	9451	0.204507
197	13463	0.314787
197	18422	2.92025
197	20109	2.46102
197	22685	4.0388
197	23635	4.81215
197	23899	4.83697
198	12058	1.90455
198	15145	2.34352
198	15865	1.99284
198	16347	2.15135
198	17151	2.42269
198	17729	2.75438
198	19383	3.0989
199	21992	0.178604
199	23820	1.99718
199	24003	2.28169
199	24400	2.73586
199	24473	2.80788
199	24778	3.3346
199	24830	3.33459
200	6853	2.1391
200	9457	2.10346
200	10377	2.27646
200	16191	3.11793
200	16308	3.39074
200	18214	3.64056
200	24675	3.84902
