15000	114375
91	10064	3.03024
91	11027	3.66754
92	8331	1.62621
92	10434	1.10107
92	11201	7.63675
92	13379	2.80693
92	14090	3.82367
92	14259	3.94868
92	14511	4.46275
93	12299	3.87812
93	13418	0.334809
93	14472	2.80191
93	14789	3.07166
93	14865	3.24745
93	14954	3.57922
93	14980	3.6337
94	1180	0.976484
94	10669	2.90202
94	10737	2.33156
94	10850	2.50983
94	12161	4.26133
94	12479	3.62745
94	13054	4.3209
95	14204	2.16592
95	14332	2.2591
95	14375	2.47238
95	14559	2.76321
95	14661	2.13001
95	14768	3.35801
95	14891	3.6517
96	8461	0.0784236
96	11250	0.117983
96	13769	2.00625
96	14469	3.34213
96	14577	3.44889
96	14699	3.71858
96	14807	3.95721
97	13525	0.806758
97	14092	1.79216
97	14718	3.2661
97	14854	3.50957
97	14885	3.69403
97	14901	3.59991
97	14940	2.7423
98	3099	2.26274
98	7734	2.25254
98	8411	2.01758
98	9647	2.70564
98	11639	3.18869
98	11777	3.18869
98	11920	3.31509
99	276	0.320789
99	3786	2.26274
99	4988	1.32101
99	9460	2.37655
99	10664	2.93949
99	13169	4.30709
99	14034	5.4033
100	2388	0.124809
100	2448	2.26274
100	12380	1.4291
100	13374	2.33399
100	14287	3.84974
100	14728	4.27663
100	14866	4.65396
101	2660	0.312362
101	6088	3.16228
101	10349	1.7084
101	11259	2.55765
101	12987	3.21089
101	13945	4.43947
101	14012	4.43947
102	11790	0.714058
102	11989	1.03616
102	13101	2.02079
102	13449	2.59596
102	13991	3.26078
102	14040	3.52024
102	14063	3.52024
103	5005	2.02987
103	5333	2.01312
103	9805	3.1378
103	10343	3.06376
103	10442	2.88385
103	10994	3.53983
103	13972	1.66827
104	8961	1.12689
104	9061	1.1678
104	9519	1.08327
104	10509	2.56422
104	10844	2.53483
104	13197	3.88528
104	13977	4.30594
105	12236	4.9541
105	13522	0.614514
105	14326	2.4822
105	14538	3.03855
105	14654	3.33752
105	14701	3.47369
105	14783	3.72185
106	10477	6.4
106	12786	1.58742
106	13350	2.45974
106	13487	2.58643
106	13805	3.20679
106	13879	3.14748
106	14174	3.68045
107	2143	0.668728
107	3953	1.11758
107	4761	1.36883
107	6590	1.81881
107	8784	2.39398
107	12716	4.35375
107	13268	4.94656
108	9565	2.00661
108	10073	0.998845
108	12872	2.33054
108	13455	2.58536
108	13915	3.2087
108	13958	3.40013
108	14665	4.14482
109	5842	1.00671
109	8106	1.06944
109	9634	1.57134
109	11902	2.64215
109	12645	2.91368
109	13201	3.64005
109	13543	3.82486
110	7634	1.5246
110	7779	1.32421
110	9488	1.83843
110	13095	3.87603
110	13206	4.06924
110	13285	4.03573
110	13310	2.09319
111	5663	0.10473
111	7972	1.45834
111	12399	2.54148
111	12708	2.33432
111	13802	3.61615
111	14089	4.02038
111	14144	4.05118
112	2307	1.51682
112	5412	1.56199
112	5466	1.57879
112	8293	2.21332
112	10409	2.74285
112	11397	3.18427
112	12840	3.8702
113	2137	1.85203
113	10434	1.28892
113	10975	1.40752
113	13171	3.46286
113	13220	3.45787
113	13233	3.45709
113	13391	3.59398
114	8298	0.991429
114	9525	1.61151
114	10096	2.16489
114	11339	2.43589
114	11862	3.09883
114	12208	3.11065
114	12428	3.25504
115	1320	0.0495081
115	13389	1.55131
115	13611	2.31121
115	14019	2.501
115	14291	3.17398
115	14427	3.29271
115	14604	3.79395
116	336	1.85203
116	7780	1.78883
116	10554	2.37114
116	10584	2.66243
116	11031	2.94082
116	11037	2.7817
116	13017	4.12331
117	688	0.253848
117	8577	0.589448
117	12755	3.13675
117	13219	4.01129
117	13482	4.1427
117	13877	4.5342
117	14998	1.67939
118	788	1.85203
118	1654	0.523998
118	1843	1.91286
118	9826	2.76234
118	11135	3.28381
118	11829	3.82997
118	12616	4.35525
119	12984	3.23035
119	14022	1.13851
119	14626	2.86817
119	14689	2.96244
119	14720	3.09086
119	14786	3.23123
119	14859	3.37904
120	627	0.581891
120	10908	2.40688
120	11220	2.61476
120	11409	2.49809
120	11594	2.71012
120	11908	2.83456
120	12040	3.02192
121	8384	0.231438
121	12908	1.08151
121	13866	2.53891
121	14455	2.70235
121	14525	3.21012
121	14620	3.42478
121	14634	3.47912
122	10784	0.301086
122	11490	0.959969
122	13045	2.43971
122	13077	2.83912
122	13690	3.1422
122	13863	3.4365
122	13926	3.54965
123	3755	0.0516008
123	11650	0.24131
123	13165	2.10185
123	14155	3.38428
123	14270	3.47425
123	14402	3.70747
123	14412	3.70747
124	1866	0.0598791
124	11873	0.230734
124	13173	1.82062
124	14240	2.94422
124	14331	3.4023
124	14698	3.74113
124	14951	4.47466
125	7566	4.15692
125	9282	1.87112
125	10872	2.35424
125	10876	2.68971
125	11607	2.94676
125	12176	3.33941
125	12270	3.467
126	1647	0.920588
126	8635	1.15387
126	10490	1.52301
126	11259	2.36809
126	12080	2.20286
126	13945	4.24991
126	14012	4.24991
127	2167	1.85203
127	7797	2.1816
127	8985	2.45279
127	9990	2.81461
127	10639	2.76216
127	10835	2.77414
127	11931	3.68293
128	10132	0.236076
128	12239	0.710416
128	13640	2.07145
128	14163	2.94992
128	14407	3.33075
128	14429	3.40076
128	14740	3.9689
129	5358	2.7
129	11488	0.2017
129	13769	2.00521
129	14469	3.34109
129	14577	3.44784
129	14699	3.71753
129	14807	3.95617
130	3635	0.951466
130	7714	2.48044
130	9430	2.29026
130	9524	2.32115
130	10076	2.48557
130	11176	2.96144
130	11945	3.1779
131	3571	2.26274
131	6012	1.74142
131	7148	1.95095
131	9138	2.15395
131	11383	3.02679
131	11839	3.83205
131	12957	3.96307
132	11064	0.0546591
132	11817	0.708257
132	14146	2.73536
132	14383	2.94082
132	14506	3.16738
132	14696	3.73965
132	14880	4.03125
133	2616	1.84198
133	3474	1.61732
133	6307	1.80955
133	10586	3.45601
133	11812	3.82329
133	12519	4.12009
133	13831	4.30839
134	1857	1.17845
134	2886	0.94492
134	7414	1.79905
134	8431	2.39364
134	11331	3.39901
134	11675	3.41305
134	11854	3.5401
135	8671	0.293128
135	10245	0.914468
135	13157	3.08584
135	13953	4.00891
135	14017	3.96115
135	14413	4.40473
135	14882	1.8816
136	4388	2.7
136	8728	0.940495
136	11317	2.38256
136	11425	2.81306
136	12400	3.34127
136	12598	3.22115
136	13311	3.9697
137	12709	0.426954
137	13027	0.988324
137	14149	2.50029
137	14801	4.00572
137	14830	1.80458
137	14937	4.35186
137	14962	4.39509
138	2927	1.96456
138	3283	1.92904
138	7488	2.66809
138	9971	3.61453
138	12169	4.5927
138	13160	1.83405
139	10083	0.424575
139	13100	1.56778
139	14026	3.56039
139	14036	3.47133
139	14190	3.84043
139	14300	3.82254
139	14316	3.82253
140	13118	1.55185
140	13186	1.38605
140	13821	2.62192
140	13902	2.58932
140	13909	2.46067
140	13962	2.49382
140	14640	3.56459
141	4934	2.7
141	12480	0.703271
141	13856	2.74007
141	13964	2.69625
141	14189	3.0074
141	14582	3.64752
141	14663	3.87441
142	362	1.85203
142	2925	1.45246
142	4755	2.01209
142	5430	2.0632
142	9307	3.14613
142	10932	3.87479
142	12015	4.11956
143	10071	0.0367771
143	12831	1.45763
143	13593	2.37611
143	13684	2.48416
143	14120	3.14214
143	14161	3.17085
143	14636	4.00055
144	757	1.85203
144	10153	0.627468
144	12504	2.11195
144	12926	2.65842
144	13590	3.21448
144	14198	3.98682
144	14221	4.0691
145	645	0.567594
145	7313	0.625249
145	8010	1.6402
145	11699	2.85735
145	12351	3.12232
145	12703	3.37408
145	13842	4.48143
146	7092	3.64829
146	7815	2.0182
146	8026	1.88139
146	9301	2.6129
146	9318	2.42449
146	12376	3.98764
146	12423	3.74361
147	12430	5.51521
147	13678	1.9482
147	13843	2.20421
147	13994	2.45509
147	14245	3.01593
147	14473	3.52601
147	14481	3.52161
148	424	1.85203
148	12195	0.818312
148	13156	2.11787
148	13774	3.17456
148	13996	3.53716
148	14007	3.51011
148	14018	3.51586
149	9805	0.111817
149	14762	2.43473
149	14777	2.36196
149	14923	2.91196
149	14927	2.84397
149	14949	3.05982
149	14987	3.0598
150	4024	1.4815
150	5115	1.72791
150	8286	2.55488
150	8853	2.88469
150	10643	1.03247
150	11836	4.0244
150	11890	3.99485
151	6430	1.24365
151	7957	1.99982
151	8205	1.40476
151	8410	1.74181
151	9708	2.60578
151	12674	3.80962
151	12874	3.8628
152	398	1.33964
152	559	1.85203
152	8093	2.23729
152	9119	2.57563
152	10293	3.17808
152	11113	3.17728
152	12813	4.1603
153	7006	0.650554
153	10092	1.63369
153	11043	2.17564
153	11641	2.7347
153	11646	2.63219
153	12575	3.35233
153	12721	3.48914
154	4703	1.52408
154	6165	1.87052
154	6889	3.64829
154	8524	2.14137
154	8558	2.67757
154	12371	3.94366
154	13245	4.51103
155	817	1.85203
155	10225	0.00021709
155	13346	2.07316
155	13780	2.82265
155	14339	3.80668
155	14457	4.12566
155	14495	3.83988
156	2071	1.07328
156	8755	2.47281
156	9641	2.52172
156	10172	2.93628
156	10883	3.35508
156	12000	2.57145
156	12748	4.30906
157	322	1.85203
157	11697	1.61693
157	12743	2.40837
157	12884	2.28308
157	13176	3.14569
157	13691	3.26021
157	13941	3.95394
158	5937	3.16228
158	14139	2.04674
158	14404	2.61121
158	14434	2.60379
158	14458	2.78125
158	14694	3.19722
158	14738	3.42813
159	13087	0.439365
159	13758	1.34752
159	14360	2.44989
159	14628	2.8874
159	14684	3.0591
159	14710	3.08433
159	14826	3.40296
160	5754	0.919516
160	10299	1.92469
160	10312	2.02226
160	11772	2.76668
160	11852	2.88181
160	12122	3.05968
160	12439	3.0936
161	10036	2.23067
161	10188	2.38781
161	10768	2.39107
161	11191	2.5225
161	11439	2.877
161	11713	2.97338
161	12069	3.51647
162	1784	1.38798
162	3381	1.19357
162	5412	1.90097
162	6405	2.0537
162	8458	2.84099
162	10409	3.08184
162	12840	4.20918
163	10576	0.240944
163	13560	2.98242
163	13604	1.05666
163	14764	3.80191
163	14785	3.77479
163	14814	3.90326
163	14856	3.89844
164	7569	0.524248
164	10675	1.23923
164	13276	3.29088
164	13425	3.76205
164	13679	3.95805
164	13746	3.89377
164	14147	2.81828
165	4633	1.52449
165	5390	1.54585
165	10040	2.83583
165	11249	3.44297
165	11993	3.61195
165	12009	1.82975
165	12087	3.70716
166	6051	0.987795
166	9311	1.1264
166	11805	2.92372
166	13138	3.64726
166	13185	3.8678
166	13654	4.11526
166	13711	1.62271
167	5113	2.7
167	8416	1.53511
167	9420	2.0611
167	10878	2.64787
167	11613	2.9843
167	12034	3.15667
167	13472	4.28318
168	1826	0.561037
168	2677	2.26274
168	4868	1.23913
168	9548	2.6068
168	11820	3.8777
168	12107	3.46838
168	13508	4.91518
169	7732	0.941754
169	11363	2.66739
169	11426	2.7818
169	12529	3.29674
169	12821	3.49036
169	12895	3.49018
169	13673	5.46866
170	840	0.100375
170	13364	1.69122
170	13389	1.70283
170	13611	2.46272
170	14291	3.32549
170	14427	3.44423
170	14604	3.94547
171	3672	0.943808
171	8142	1.01593
171	10983	2.73725
171	12363	3.53648
171	12903	3.58792
171	13431	4.1882
171	13470	4.19512
172	2667	0.319764
172	8758	1.87197
172	11426	3.13616
172	12529	3.65109
172	12821	3.84472
172	12895	3.84453
172	13458	1.82973
173	7049	1.32503
173	13497	1.41178
173	13960	2.42208
173	14328	3.0601
173	14347	3.13709
173	14398	3.22022
173	14520	3.41701
174	1693	0.44019
174	4248	0.454908
174	11522	2.07105
174	12032	3.91357
174	14083	4.03419
174	14535	4.77828
174	14617	4.88962
175	2800	1.86662
175	4296	2.30938
175	9235	2.83092
175	9505	3.20127
175	10064	2.91137
175	11027	3.54868
175	14365	1.85955
176	10441	6.4
176	14349	1.35571
176	14881	3.0172
176	14889	2.92388
176	14918	3.15159
176	14939	3.15473
176	14944	3.07493
177	1103	1.75329
177	6721	1.75988
177	9730	2.47072
177	9967	2.62145
177	10765	3.29507
177	13516	4.76783
177	14290	3.15592
178	2936	2.26274
178	5371	1.1325
178	9580	2.04995
178	11177	2.78928
178	12151	3.25308
178	12781	3.65806
178	13007	3.78535
179	6084	1.59828
179	8239	2.21207
179	8708	2.47556
179	11286	3.02265
179	12130	3.7286
179	12172	3.63107
179	14456	2.25739
180	5727	3.16228
180	14218	2.12584
180	14313	2.34876
180	14548	2.8592
180	14680	3.03752
180	14716	3.15168
180	14748	3.15165
181	231	0.616184
181	8517	4.68722
181	13886	2.2794
181	14104	2.81181
181	14619	3.62399
181	14622	3.6639
181	14635	3.67298
182	10271	0.178556
182	13014	0.762407
182	14243	2.43013
182	14484	2.88614
182	14644	3.311
182	14795	3.58196
182	14839	3.51808
183	4083	2.26274
183	13302	1.76032
183	13439	2.2431
183	13657	2.25136
183	14292	3.41888
183	14415	3.33557
183	14631	3.65917
184	3533	1.11628
184	7734	2.4328
184	9647	2.8859
184	11639	3.36895
184	11777	3.36895
184	11920	3.49535
184	14554	3.02903
185	432	0.813606
185	10100	2.16334
185	10527	2.78288
185	11212	3.23539
185	12263	3.55538
185	12998	4.11764
185	13662	2.06655
186	11405	1.52256
186	11879	1.8973
186	12522	2.60642
186	12702	2.56942
186	13864	3.67186
186	14393	4.40066
186	14600	3.97521
187	10075	1.62568
187	10606	2.15332
187	10685	1.7332
187	10818	2.11015
187	11943	2.57699
187	12623	2.84963
187	13406	3.61926
188	11244	0.0922098
188	12725	0.0469825
188	14371	2.6873
188	14734	3.07867
188	14972	3.60963
188	14978	3.62542
188	14992	3.53059
189	6207	1.17672
189	6668	3.64829
189	9145	1.85241
189	10352	2.38117
189	11847	3.45268
189	12624	3.93548
189	12660	3.86978
190	2839	2.26274
190	7895	1.88483
190	9266	2.45998
190	9384	2.09878
190	11763	3.10383
190	12391	3.54455
190	12594	3.57627
191	5663	0.76635
191	9316	1.09999
191	10601	2.27511
191	11662	3.24441
191	12867	3.91746
191	13764	5.36492
191	14618	2.4872
192	4984	1.3727
192	5805	1.61465
192	5847	1.98969
192	6027	1.80139
192	8124	2.21973
192	12118	3.74872
192	12633	3.92136
193	2186	1.40303
193	5823	1.99651
193	6408	2.29285
193	6434	1.94138
193	8546	2.74297
193	8745	2.54618
193	11129	3.74533
194	7800	0.679664
194	11367	1.52152
194	11778	1.93307
194	11981	2.13148
194	12924	2.87075
194	13735	3.56531
194	14028	3.96644
195	8480	0.474615
195	12083	2.96779
195	12569	2.71303
195	12936	2.71168
195	13596	3.43024
195	13668	3.60853
195	13828	3.73015
196	1008	1.56654
196	5147	2.25075
196	5979	1.85456
196	9551	5.80948
196	10902	3.57013
196	11388	3.74674
196	11845	3.67952
197	722	1.04642
197	3046	1.41407
197	7041	2.08625
197	8063	2.3524
197	10499	1.68922
197	13500	4.86457
197	13627	4.90453
198	3766	2.3264
198	6515	2.00692
198	8069	2.54132
198	8595	4.68722
198	8803	2.88118
198	10771	3.52181
198	10982	3.39062
199	12845	1.06284
199	13136	1.47904
199	13886	2.71623
199	14104	3.24865
199	14619	4.06082
199	14622	4.10074
199	14991	3.31717
200	4572	2.7
200	5810	1.29599
200	11437	2.58715
200	11474	2.70787
200	11843	3.07636
200	12262	3.31055
200	12379	3.69032
201	6723	3.64829
201	10103	1.20057
