10000	76570
49	4262	1.98842
49	5226	2.30803
49	5554	2.33362
49	6989	3.35359
49	7357	3.23184
50	2846	1.16787
50	4951	1.21418
50	5551	1.77863
50	5965	2.0577
50	7802	3.02228
50	8219	3.53484
50	8501	3.89273
51	7931	0.299825
51	8868	1.60619
51	9284	2.72241
51	9349	2.5848
51	9441	3.01567
51	9874	4.49483
51	9959	4.52931
52	4624	0.877245
52	4804	0.840983
52	6383	2.69938
52	8430	3.20073
52	8561	3.70767
52	9002	3.9785
52	9046	4.0631
53	9795	2.34171
53	9798	2.50963
53	9861	2.68016
53	9871	2.90308
53	9929	3.04411
53	9945	3.19564
53	9952	2.65136
54	8942	0.150481
54	9621	2.15679
54	9697	2.32204
54	9835	2.91646
54	9837	2.83533
54	9883	3.09747
54	9922	3.19522
55	9303	0.986883
55	9535	1.97754
55	9777	3.11033
55	9808	3.08896
55	9901	3.42952
55	9925	3.48529
55	9974	3.70838
56	9407	3.3796
56	9546	1.67598
56	9752	2.57599
56	9790	2.58196
56	9884	3.02565
56	9934	3.28892
56	9997	3.53173
57	1424	1.0061
57	3567	1.24558
57	5469	2.20852
57	5578	2.09839
57	6885	2.99648
57	7311	2.96454
57	8580	4.14863
58	9025	1.83379
58	9136	1.71418
58	9377	4.61178
58	9462	2.7138
58	9627	3.44823
58	9700	3.35501
58	9789	3.60321
59	8455	2.96162
59	8688	1.8838
59	8711	1.82029
59	8801	2.38385
59	8933	2.6089
59	9375	3.54324
59	9742	4.42816
60	1307	1.85203
60	7112	0.0953279
60	8995	2.78962
60	9154	3.13836
60	9243	3.20495
60	9411	3.63301
60	9572	3.80695
61	1258	1.10386
61	4956	1.88939
61	5304	2.54217
61	6818	2.89084
61	7894	3.79171
61	8480	3.53615
61	8522	4.45027
62	8859	2.50483
62	8929	1.13516
62	9383	2.21552
62	9623	2.67019
62	9793	3.26536
62	9913	3.60945
62	9944	3.77259
63	3889	1.80099
63	5014	2.56758
63	5622	2.37531
63	6088	2.6684
63	7123	7.00928
63	7229	3.51214
63	7950	3.74381
64	1375	0.205753
64	8489	1.76151
64	8786	2.48579
64	8896	2.48081
64	8971	2.85532
64	9319	3.20572
64	9514	3.67334
65	1640	0.922748
65	5920	0.15125
65	7160	0.581991
65	8364	2.15913
65	8961	3.36758
65	9398	4.2359
65	9777	5.24957
66	6392	0.0158067
66	6506	0.0775337
66	7577	0.44806
66	9081	3.47144
66	9246	3.61514
66	9552	4.2773
66	9688	4.7651
67	1677	1.27383
67	4432	2.25265
67	4670	2.41941
67	6733	3.1001
67	6882	2.04755
67	7556	3.76435
67	7693	3.85789
68	8760	5.95838
68	8842	1.08242
68	9181	2.23801
68	9265	2.36232
68	9609	3.30661
68	9791	3.84036
68	9807	3.83908
69	429	1.27382
69	1847	1.85089
69	4598	2.86232
69	4917	2.68887
69	6236	5.23832
69	6926	3.80371
69	7720	4.18863
70	6988	1.01304
70	7609	1.50267
70	7650	1.60417
70	7746	1.49428
70	8171	2.21098
70	9563	4.25205
70	9686	4.59104
71	2137	0.530219
71	6007	1.55856
71	7662	2.67055
71	7725	2.52991
71	7859	2.72869
71	7986	3.0535
71	8565	3.5968
72	5344	0.982114
72	5435	0.833093
72	7268	2.68284
72	8748	3.70517
72	8867	4.02002
72	9189	4.44499
72	9848	2.59912
73	7620	2.16837
73	9471	1.55714
73	9689	2.31531
73	9725	2.44753
73	9961	3.30698
73	9983	3.49674
73	9985	3.5509
74	7979	4.38772
74	8155	0.881577
74	9085	2.1385
74	9218	2.25047
74	9557	3.42717
74	9750	4.04665
74	9804	3.92387
75	5385	4.15692
75	6173	0.341266
75	7033	0.54847
75	7834	1.74976
75	9490	4.66364
75	9491	4.60486
75	9562	4.76024
76	4694	3.64829
76	5141	1.81678
76	5771	1.88971
76	6835	2.67138
76	7552	3.24256
76	7692	3.38014
76	8088	3.66767
77	9503	1.80773
77	9646	2.31712
77	9712	2.67855
77	9747	2.76995
77	9922	3.17671
77	9923	3.49095
77	9971	3.6331
78	2604	1.21511
78	5445	2.42869
78	6165	2.75224
78	6517	5.80948
78	7207	3.44918
78	7376	3.27567
78	7720	3.54733
79	3517	1.02501
79	4078	1.94598
79	6113	2.4132
79	7817	3.56856
79	8050	4.0057
79	8113	3.70979
79	9573	1.63158
80	1062	0.832785
80	3980	1.5294
80	5230	1.67526
80	5317	2.49152
80	5391	2.46651
80	8633	4.47978
80	9069	4.86823
81	1893	1.02446
81	2032	1.71957
81	5936	2.3349
81	6665	2.68233
81	6809	2.7175
81	6843	2.58272
81	8407	3.60676
82	2275	1.3578
82	3882	1.87335
82	5512	2.07276
82	6091	2.58239
82	8199	4.00137
82	9083	4.78056
82	9701	2.80652
83	2740	2.26274
83	6193	1.92949
83	6256	1.24309
83	8072	3.15189
83	8253	3.16203
83	8279	3.28236
83	8821	3.89938
84	326	2.04385
84	579	1.6201
84	2591	1.80452
84	6083	3.09957
84	6632	3.49381
84	7172	2.8791
84	7969	4.60638
85	7081	1.81796
85	7474	2.68616
85	7704	3.05001
85	7872	2.72096
85	8044	2.90104
85	8602	3.49211
85	9761	2.95976
86	5552	0.131068
86	8613	2.43551
86	8868	0.849141
86	9062	3.54981
86	9078	3.24816
86	9101	3.45806
86	9230	3.84612
87	423	1.85203
87	8942	0.31688
87	9621	2.58776
87	9835	3.34744
87	9837	3.26631
87	9883	3.52845
87	9922	3.62619
88	3659	3.16228
88	8904	1.29851
88	8934	1.40385
88	9531	2.97526
88	9776	3.79294
88	9801	3.59891
88	9819	3.59891
89	2052	0.13884
89	2467	1.50781
89	3418	1.00335
89	8162	3.99561
89	9074	5.09093
89	9143	4.93169
89	9346	1.79828
90	3984	1.94448
90	6689	2.59485
90	6992	2.82386
90	7097	3.11175
90	7426	2.94804
90	7549	3.24525
90	9214	3.03457
91	8846	1.85324
91	9714	2.29972
91	9737	2.29919
91	9753	2.46231
91	9897	2.94243
91	9954	3.22728
91	9990	3.44312
92	792	1.16332
92	2881	1.80862
92	5119	2.37487
92	5783	2.53562
92	7062	7.00928
92	8259	4.11464
92	8759	4.67116
93	5794	1.53211
93	5966	1.93993
93	6401	5.80948
93	7092	2.12833
93	8400	3.38704
93	8474	3.70039
93	8834	3.98043
94	7704	2.69396
94	9268	1.61342
94	9499	2.03485
94	9745	2.8707
94	9839	3.16141
94	9949	3.49913
94	9951	3.49908
95	4420	1.9585
95	4431	1.89874
95	5030	2.40861
95	6682	2.67421
95	6874	2.96064
95	8316	1.49866
95	8931	4.76754
96	6765	1.70411
96	7397	2.0276
96	7916	2.49755
96	8553	3.42677
96	8715	3.36807
96	8722	3.64413
96	9002	2.82007
97	2093	0.991625
97	3093	1.18738
97	6025	2.09916
97	6768	2.76612
97	7380	3.09718
97	7451	3.13709
97	7971	3.38968
98	2651	1.51649
98	3128	2.0885
98	3149	1.2273
98	5455	2.26834
98	5809	2.72015
98	6791	2.44404
98	8824	4.40344
99	6875	0.977941
99	7584	1.37399
99	8318	0.888395
99	8912	3.18139
99	9130	3.55728
99	9145	3.51294
99	9345	4.06472
100	4448	0.0539676
100	8242	1.96358
100	8337	1.88805
100	8527	2.73455
100	8864	2.86886
100	8945	2.98829
100	9548	4.17093
101	3711	1.6814
101	5641	2.36592
101	6370	2.76313
101	7403	3.14
101	7651	3.33768
101	7780	3.38011
101	9708	1.65104
102	1962	0.513241
102	5827	1.87274
102	7235	3.04548
102	7626	3.37862
102	7958	2.01232
102	8329	3.76998
102	8460	4.08817
103	1706	1.35909
103	4865	3.64829
103	5321	1.91977
103	6928	3.07588
103	7165	2.98873
103	7556	3.61561
103	7693	3.70915
104	4699	0.378009
104	6430	1.37456
104	7109	2.42621
104	7932	2.58397
104	8224	0.367497
104	9075	4.73132
104	9458	5.17417
105	7458	2.19649
105	7910	0.0540496
105	9135	2.2343
105	9466	3.2137
105	9511	3.34407
105	9681	3.8978
105	9701	3.92469
106	2390	0.245903
106	5683	2.40983
106	7116	0.681048
106	8690	2.78969
106	9134	3.41029
106	9642	4.68219
106	9739	4.86052
107	3626	0.291793
107	4537	0.809366
107	7459	2.58535
107	8170	2.82109
107	8218	3.03691
107	8800	3.65773
107	8807	3.46599
108	5284	1.04208
108	6529	1.94046
108	6818	1.95859
108	7038	2.4978
108	7190	2.85181
108	7894	2.85946
108	8522	3.51802
109	5140	0.00306852
109	5516	1.72972
109	5975	1.79255
109	6434	2.16076
109	7731	3.11084
109	7842	3.40919
109	8991	4.46518
110	6261	0.199941
110	8327	1.71547
110	9127	2.53167
110	9215	2.68757
110	9299	2.63205
110	9460	2.98965
110	9779	3.91187
111	1904	0.621108
111	8673	1.92495
111	9103	2.92187
111	9467	3.65373
111	9469	3.73304
111	9494	3.81354
111	9513	2.18323
112	2374	2.26274
112	6889	0.975593
112	8275	2.10645
112	8309	2.20384
112	9201	3.67944
112	9254	3.97321
112	9289	3.72971
113	2874	1.09025
113	3462	0.703302
113	4129	1.21435
113	4960	2.52823
113	6535	2.18802
113	9057	4.44059
113	9156	4.5035
114	7259	7.63675
114	7333	2.20794
114	7918	2.66575
114	7942	2.75243
114	7967	2.7577
114	8015	2.97533
114	8387	3.30908
115	435	0.474832
115	7862	2.78651
115	7865	2.94137
115	8067	3.07114
115	8338	1.56982
115	8357	3.43329
115	8834	3.96109
116	7227	2.23574
116	9259	0.689504
116	9622	2.18397
116	9900	3.21381
116	9968	3.48362
116	9974	3.47127
116	9999	3.63504
117	8744	0.735462
117	9498	1.82143
117	9717	2.73709
117	9771	2.78718
117	9794	2.85353
117	9893	3.23148
117	9905	3.23781
118	8874	1.7533
118	9113	1.96992
118	9202	2.2071
118	9334	2.45877
118	9347	2.50934
118	9456	2.7641
118	9475	3.01457
119	3742	0.0446607
119	7274	0.148185
119	9245	3.00494
119	9367	2.93187
119	9436	3.20937
119	9477	3.67021
119	9584	3.6683
120	8109	1.33824
120	8155	0.598161
120	9274	2.28641
120	9557	3.14375
120	9626	3.23622
120	9750	3.76324
120	9804	3.64045
121	3471	1.55661
121	3714	1.44246
121	5670	4.68722
121	6950	3.11564
121	7537	3.26186
121	7905	3.58225
121	8085	3.7094
122	372	1.26457
122	3298	1.15954
122	3555	1.57298
122	6337	2.80231
122	6983	3.07956
122	7760	3.35736
122	7903	3.43192
123	6889	0.825445
123	8309	2.0537
123	8757	2.8572
123	8833	3.06762
123	9201	3.52929
123	9254	3.82306
123	9289	3.57956
124	4186	0.791542
124	5838	1.39493
124	6567	1.52794
124	7734	2.96149
124	8248	3.09967
124	8295	3.28772
124	8585	3.60495
125	3676	0.102383
125	7222	1.30172
125	7238	1.30097
125	8732	2.93501
125	9193	3.53597
125	9287	3.8313
125	9298	3.66089
126	5865	0.0268265
126	6788	0.480021
126	7352	1.22319
126	8215	2.28665
126	9476	3.98976
126	9578	4.20816
126	9633	4.45363
127	2876	0.964749
127	4848	3.64829
127	8319	2.62784
127	8648	2.97575
127	8839	3.12728
127	9200	3.55091
127	9203	3.42171
128	7379	0.0892474
128	8367	1.73747
128	9245	3.04251
128	9367	2.96944
128	9436	3.24694
128	9477	3.70778
128	9584	3.70587
129	9093	1.08775
129	9453	2.09645
129	9528	2.31609
129	9692	2.5735
129	9710	2.67388
129	9736	2.89854
129	9858	3.02204
130	7263	1.41352
130	9233	1.34294
130	9393	2.08085
130	9445	2.26797
130	9603	2.79459
130	9963	4.09497
130	9975	4.09986
131	2396	0.132234
131	8158	0.533713
131	9152	2.31211
131	9407	2.99564
131	9524	3.23656
131	9629	3.53044
131	9723	3.92373
132	2486	2.26274
132	3401	1.3854
132	3981	1.29218
132	5391	2.12592
132	7601	3.19791
132	8633	4.13919
132	9069	4.52764
133	1273	1.10463
133	2877	2.7
133	3248	1.71606
133	4847	1.90161
133	7624	4.12185
133	7696	3.79323
133	8411	4.03084
134	8531	3.00773
134	9510	2.00077
134	9559	2.21275
134	9603	2.38099
134	9699	2.7212
134	9963	3.68137
134	9975	3.68626
135	4743	0.71731
135	6938	0.587826
135	6985	2.47006
135	7249	2.52318
135	8157	3.07897
135	8905	3.89728
135	8965	3.98144
136	243	0.064144
136	8098	0.209115
136	9214	1.64152
136	9463	2.43603
136	9826	3.74191
136	9993	4.28421
136	9994	4.29152
137	8877	1.30751
137	9291	2.40976
137	9376	2.86902
137	9543	3.27712
137	9567	3.25604
137	9660	3.54899
137	9754	2.1111
138	1451	1.33745
138	1580	1.2973
138	4436	1.9314
138	4833	3.64829
138	7266	3.72142
138	7605	3.82204
138	8514	4.55863
139	328	1.85203
139	7364	0.0112148
139	9089	1.45899
139	9776	3.92199
139	9801	3.72797
139	9819	3.72797
139	9820	3.82024
140	4525	0.930174
140	5188	4.15692
140	6378	1.62395
140	8419	3.33717
140	8420	3.40231
140	8572	3.81462
140	8634	3.56001
141	6524	0.86493
141	6590	1.16208
141	6687	6.4
141	7671	1.70488
141	9530	4.31655
141	9561	4.24019
141	9595	4.37964
142	6377	0.0666756
142	7595	2.13478
142	8848	2.3316
142	8961	2.45306
142	9398	3.32138
142	9721	4.16049
142	9777	4.33504
143	5499	0.377522
143	8690	1.61038
143	9111	2.26873
143	9134	2.23098
143	9470	2.99866
143	9642	3.50287
143	9739	3.68121
144	1815	2.26274
144	7889	0.540901
144	8903	1.60853
144	9630	3.20243
144	9770	3.63415
144	9811	3.72748
144	9849	3.95513
145	2117	1.45857
145	3321	2.25547
145	4910	2.82263
145	6431	3.24623
145	7048	3.46525
145	7593	3.42008
145	9115	2.74629
146	6430	0.266995
146	8051	1.84749
146	8626	2.92258
146	8998	3.17724
146	9075	3.45275
146	9374	4.02815
146	9458	3.8956
147	9368	0.69941
147	9546	1.57381
147	9729	2.36574
147	9790	2.47979
147	9884	2.92348
147	9912	3.20882
147	9997	3.42956
148	3990	3.16228
148	5333	1.16807
148	5726	1.37047
148	7507	2.4028
148	8418	3.36919
148	9009	4.17607
148	9027	4.18163
149	3029	0.364313
149	6402	1.57547
149	6494	1.95363
149	6743	2.10804
149	8534	3.56755
149	8541	3.43146
149	8586	3.66776
150	5824	0.99523
150	6798	1.25627
150	8378	3.14749
150	8727	3.18664
150	8761	3.54209
150	9035	3.81731
150	9068	3.87085
151	7446	0.0515266
151	8181	0.743431
151	9001	2.06304
151	9376	1.60804
151	9691	4.23608
151	9758	4.48673
151	9940	5.08752
152	8751	1.25259
152	9184	2.26306
152	9352	2.75661
152	9556	3.21646
152	9625	3.59819
152	9628	3.59809
152	9911	3.14724
153	5503	2.01991
153	6038	2.28888
153	6761	2.72675
153	6829	3.03723
153	6887	2.89594
153	8065	3.69952
154	586	1.85203
154	5183	0.312663
154	7180	2.27528
154	7468	2.20236
154	9079	3.7858
154	9138	3.85217
154	9251	4.23996
155	8424	1.19324
155	8673	1.3398
155	8923	2.11276
155	9178	2.57757
155	9467	3.06858
155	9469	3.14789
155	9494	3.22839
156	451	1.62002
156	1869	2.04212
156	2117	1.69002
156	3838	2.07813
156	4486	2.53234
156	4910	3.05408
156	7593	3.65152
157	1213	0.553996
157	5771	1.41549
157	7552	2.76835
157	7634	2.94816
157	7692	2.90592
157	7724	2.88286
157	8088	3.19345
158	8236	1.11657
158	8871	0.537507
158	9115	2.6966
158	9262	2.96007
158	9379	3.39762
158	9382	3.24869
158	9391	3.24869
159	7889	0.231234
159	9007	0.963498
159	9315	2.19338
159	9630	2.89277
159	9770	3.32448
159	9811	3.41781
159	9849	3.64547
160	8750	0.227376
160	9312	1.82334
160	9400	1.72304
160	9545	2.11203
160	9909	3.3558
160	9989	3.71546
160	9991	3.71384
161	259	1.85203
161	6458	0.291484
161	7750	1.95281
161	8039	2.23059
161	8174	2.26191
161	9641	4.96572
161	9644	4.96572
162	8450	0.459783
162	9352	2.72855
162	9488	3.16826
162	9556	3.18839
162	9559	2.3611
162	9625	3.57013
162	9628	3.57003
163	1179	0.906629
163	2959	2.7
163	4377	1.80898
163	7335	3.11063
163	7576	3.23476
163	7996	3.61463
163	8289	3.9926
164	411	1.89861
164	1671	2.0146
164	5453	2.59462
164	5987	3.09128
164	6238	3.49677
164	6432	2.57349
164	6880	3.57236
165	169	1.85203
165	3727	1.94323
165	5162	2.21442
165	6613	2.9934
165	6628	2.72936
165	6668	2.91509
165	8023	3.87274
166	5342	0.254824
166	7464	0.60778
166	8747	2.14924
166	9204	2.89273
166	9340	3.27935
166	9410	3.35954
166	9624	4.12477
167	3600	0.663717
167	4339	0.0444177
167	8455	3.35852
167	8662	3.73122
167	8838	3.91713
167	9415	0.727251
167	9489	4.95322
168	4855	3.64829
168	7520	0.382334
168	8008	0.544121
168	9501	3.31339
168	9678	3.82327
168	9831	4.18884
168	9859	4.41649
169	5467	1.68079
169	6489	2.36652
169	6790	2.56966
169	6980	2.61213
169	7986	3.44792
169	8565	3.99122
170	3875	3.16228
170	7095	1.62547
170	8365	2.59889
170	8491	3.00754
170	8547	2.91028
170	8866	3.2703
170	8910	3.25574
171	4774	2.15002
171	5000	2.19788
171	6249	2.53838
171	6808	2.85899
171	7515	3.16707
171	8142	3.7559
171	8521	3.0063
172	206	1.93449
172	447	1.58682
172	908	1.43042
172	4119	2.23767
172	4754	2.48692
172	5576	3.03932
172	7394	3.95249
173	2713	1.04637
173	3093	1.19539
173	5686	2.44065
173	6143	2.33782
173	7380	3.1052
173	7451	3.14511
173	7971	3.39769
174	8895	0.689208
174	9265	1.79057
174	9423	2.13858
174	9577	2.77979
174	9609	2.73487
174	9791	3.26862
174	9807	3.26734
175	7904	0.148023
175	8898	0.718237
175	9597	2.78596
175	9671	3.16862
175	9673	2.91485
175	9756	3.31592
175	9890	3.61677
176	4697	3.64829
176	6781	1.87357
176	6999	1.91232
176	8206	2.96957
176	8358	3.14275
176	8410	3.15147
176	8683	3.61855
177	3461	1.23636
177	3709	1.19557
177	5527	2.09738
177	7096	2.8822
177	8319	4.23142
177	8715	6.59082
177	9203	5.02529
178	7557	0.237434
178	8204	1.22125
178	8348	1.14421
178	9496	3.09629
178	9679	3.4895
178	9768	3.74818
178	9809	3.73136
179	3034	0.101783
179	4952	1.00941
179	6943	2.10385
179	6985	2.50064
179	8121	3.01267
179	8905	3.92786
179	8965	4.01202
180	6556	2.25384
180	8450	0.699369
180	8963	1.9694
180	9352	2.96813
180	9556	3.42798
180	9625	3.80971
180	9628	3.80961
181	3722	1.30592
181	6463	2.10597
181	6512	1.97137
181	6578	2.41791
181	7205	2.79705
181	8161	3.98382
181	8626	4.19217
182	337	0.473415
182	4380	1.46163
182	4483	2.05469
182	7909	3.39518
182	8582	4.35252
182	8659	3.41058
182	9249	4.93081
183	630	0.500282
183	3783	0.429685
183	4832	3.64829
183	6027	1.71006
183	8959	4.36405
183	9015	4.34904
183	9555	5.31512
184	3333	0.339307
184	4675	1.3795
184	6911	2.56869
184	7000	2.61358
184	7817	3.06293
184	8050	3.50007
184	8113	3.20416
185	9266	2.6549
185	9784	2.08273
185	9879	2.65894
185	9920	2.89112
185	9952	2.96333
185	9965	2.96072
185	9996	3.13425
186	4349	3.16228
186	8168	1.19397
186	8292	1.45469
186	8644	1.99133
186	9343	3.53859
186	9493	3.89214
186	9708	4.59754
187	968	1.85203
187	9729	2.17222
187	9799	2.53475
187	9884	2.72996
187	9912	3.0153
187	9934	2.99323
187	9997	3.23604
188	4389	2.28244
188	4755	1.61875
188	5032	2.00805
188	7335	3.25097
188	7576	3.37509
188	7915	1.32993
188	8289	4.13293
189	2622	0.619873
189	6230	1.54015
189	7059	2.09177
189	7846	2.72084
189	8096	3.07351
189	8260	3.25818
189	8315	3.3639
190	5231	1.33108
190	9693	2.28809
190	9760	2.64614
190	9782	2.62973
190	9827	2.78598
190	9880	3.16201
190	9886	3.16198
191	4790	3.64829
191	5876	0.842615
191	7769	2.48415
191	8133	2.58077
191	8307	2.67975
191	8699	3.37945
191	9565	4.70149
192	1157	1.79796
192	2481	0.88305
192	4124	1.80844
192	5278	2.57153
192	6894	2.72189
192	7761	3.39037
192	7830	3.49499
193	2091	2.26274
193	2790	1.88005
193	4004	2.10553
193	5770	3.05592
193	5789	2.62354
193	7094	3.30582
193	7705	3.6974
194	555	0.501035
194	5474	1.41032
194	8419	3.49786
194	8420	3.563
194	8572	3.97531
194	8634	3.72071
194	9608	2.82552
195	5349	4.15692
195	6810	1.43757
195	7783	2.19947
195	8518	2.94234
195	8616	3.27069
195	8680	3.34523
195	8794	3.47294
196	7489	0.116583
196	8957	1.17737
196	9132	1.26774
196	9320	1.96155
196	9909	3.82808
196	9989	4.18775
196	9991	4.18613
197	5927	5.23832
197	6797	0.834871
197	8057	2.38764
197	8705	3.07086
197	8928	3.40893
197	8989	3.45436
197	9067	3.51157
198	3059	0.0196735
198	5897	0.985285
198	6942	1.8143
198	7238	1.83117
198	8732	3.46521
198	9287	4.3615
198	9298	4.19109
199	318	0.83478
199	3832	3.16228
199	4442	2.16413
199	5807	2.92421
199	7036	3.3907
199	7358	3.53026
199	7979	3.82415
200	1208	0.635021
200	5550	4.68722
200	6697	0.925463
200	8791	3.42922
200	8975	3.67823
200	9060	3.80635
200	9273	4.19396
201	6047	2.00151
201	8499	1.41278
201	8647	1.6681
